country,ISO2,ISO,slug,start_date,end_date,lable_end_date,active,new_cases_feature,new_cases_label,stringency_actual,population,gdp_per_capita,population_density,Urban_population,UHC_service_coverage_index,basic_sanitation_services,Population_ages_0_to_14,Population_ages_15_to_64,Population_ages_65_and_over
Denmark,DK,DNK,denmark,2020-06-20,2020-07-10,2020-07-30,260,556,1373,54.63,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-07-10,2020-07-30,2020-08-19,622,817,3189,54.63,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-07-30,2020-08-19,2020-09-08,1794,2372,4820,50.93,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-08-19,2020-09-08,2020-09-28,1826,2448,11210,50.93,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-09-08,2020-09-28,2020-10-18,6518,8762,17109,50.93,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-09-28,2020-10-18,2020-11-07,5472,8347,27196,41.67,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-02-06,2020-02-26,2020-03-17,0,0,1025,0.0,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-02-26,2020-03-17,2020-04-06,1020,1025,4875,65.74,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-03-17,2020-04-06,2020-04-26,3199,3850,7748,72.22,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-04-06,2020-04-26,2020-05-16,2357,3898,6181,68.52,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
